gene_id,gene_name,cat_no,uniprot,compound_name,target_class,primary_target,primary_action
ENSG00000151914,DST,NA,NA,NA,NA,NA,NA
ENSG00000112210,RAB23,NA,NA,NA,NA,NA,NA
ENSG00000135298,ADGRB3,NA,NA,NA,NA,NA,NA
ENSG00000112305,SMAP1,NA,NA,NA,NA,NA,NA
ENSG00000185760,KCNQ5,5083,Q9NR82,QO 58,Ion Channels,Voltage-Gated Potassium Channels,Activator
ENSG00000156535,CD109,NA,NA,NA,NA,NA,NA
ENSG00000135312,HTR1B,0593,P28222,NPPB,Ion Channels,Ca2+-Activated Chloride Channels,Blocker
ENSG00000135312,HTR1B,0703,P28222,Anpirtoline hydrochloride,7-TM Receptors,5-HT1B Receptors,Agonist
ENSG00000135312,HTR1B,0993,P28222,Cyanopindolol hemifumarate,7-TM Receptors,5-HT1A Receptors,Antagonist
ENSG00000135312,HTR1B,1317,P28222,CP 94253 hydrochloride,7-TM Receptors,5-HT1B Receptors,Agonist
ENSG00000135312,HTR1B,3188,P28222,SB 699551,7-TM Receptors,5-HT5 Receptors,Antagonist
ENSG00000135312,HTR1B,3586,P28222,Sumatriptan succinate,7-TM Receptors,5-HT1D Receptors,Agonist
ENSG00000135312,HTR1B,4657,P28222,Zolmitriptan,7-TM Receptors,5-HT1D Receptors,Agonist
ENSG00000168830,HTR1E,1003,P28566,"L-741,626",7-TM Receptors,D2 Receptors,Antagonist
ENSG00000168830,HTR1E,4735,P28566,Quetiapine hemifumarate,7-TM Receptors,Non-selective 5-HT2,Antagonist
ENSG00000164411,GJB7,NA,NA,NA,NA,NA,NA
ENSG00000118432,CNR1,2957,P21554,Org 27569,7-TM Receptors,CB1 Receptors,Modulator
ENSG00000118432,CNR1,4236,P21554,CP 945598 hydrochloride,7-TM Receptors,CB1 Receptors,Antagonist
ENSG00000118432,CNR1,5321,P21554,PSNCBAM-1,7-TM Receptors,CB1 Receptors,Modulator
ENSG00000118432,CNR1,5443,P21554,AM 6545,7-TM Receptors,CB1 Receptors,Antagonist
ENSG00000118432,CNR1,6193,P21554,AM 4113,7-TM Receptors,CB1 Receptors,Antagonist
ENSG00000146276,GABRR1,NA,NA,NA,NA,NA,NA
ENSG00000111886,GABRR2,NA,NA,NA,NA,NA,NA
ENSG00000135355,GJA10,NA,NA,NA,NA,NA,NA
ENSG00000112182,BACH2,NA,NA,NA,NA,NA,NA
ENSG00000135333,EPHA7,NA,NA,NA,NA,NA,NA
ENSG00000186231,KLHL32,NA,NA,NA,NA,NA,NA
ENSG00000123552,USP45,NA,NA,NA,NA,NA,NA
ENSG00000152034,MCHR2,NA,NA,NA,NA,NA,NA
ENSG00000112246,SIM1,NA,NA,NA,NA,NA,NA
ENSG00000164418,GRIK2,NA,NA,NA,NA,NA,NA
ENSG00000085382,HACE1,NA,NA,NA,NA,NA,NA
ENSG00000187772,LIN28B,NA,NA,NA,NA,NA,NA
ENSG00000130348,QRSL1,NA,NA,NA,NA,NA,NA
ENSG00000112333,NR2E1,NA,NA,NA,NA,NA,NA
ENSG00000135596,MICAL1,NA,NA,NA,NA,NA,NA
ENSG00000112367,FIG4,NA,NA,NA,NA,NA,NA
ENSG00000146360,GPR6,NA,NA,NA,NA,NA,NA
ENSG00000004809,SLC22A16,NA,NA,NA,NA,NA,NA
ENSG00000155111,CDK19,NA,NA,NA,NA,NA,NA
ENSG00000112394,SLC16A10,NA,NA,NA,NA,NA,NA
ENSG00000009413,REV3L,NA,NA,NA,NA,NA,NA
ENSG00000010810,FYN,1407,P06241,PP 2,Enzymes,Src Kinases,Inhibitor
ENSG00000010810,FYN,3063,P06241,1-Naphthyl PP1,Enzymes,Src Kinases,Inhibitor
ENSG00000010810,FYN,4361,P06241,Bosutinib,Enzymes,Src Kinases,Inhibitor
ENSG00000010810,FYN,6793,P06241,Dasatinib,Enzymes,Src Kinases,Inhibitor
ENSG00000074935,TUBE1,NA,NA,NA,NA,NA,NA
ENSG00000196591,HDAC2,2952,Q92769,CI 994,Enzymes,Class I HDACs,Inhibitor
ENSG00000196591,HDAC2,4652,Q92769,SAHA,Enzymes,Non-selective HDACs,Inhibitor
ENSG00000196591,HDAC2,6208,Q92769,MS 275,Enzymes,Class I HDACs,Inhibitor
ENSG00000111816,FRK,NA,NA,NA,NA,NA,NA
ENSG00000173612,GPRC6A,NA,NA,NA,NA,NA,NA
ENSG00000047936,ROS1,NA,NA,NA,NA,NA,NA
ENSG00000152661,GJA1,NA,NA,NA,NA,NA,NA
ENSG00000164434,FABP7,5258,O15540,BMS 309403,Cell biology,Other Lipid Metabolism,Inhibitor
ENSG00000154269,ENPP3,NA,NA,NA,NA,NA,NA
ENSG00000197594,ENPP1,NA,NA,NA,NA,NA,NA
ENSG00000237110,TAAR9,NA,NA,NA,NA,NA,NA
ENSG00000146385,TAAR8,NA,NA,NA,NA,NA,NA
ENSG00000135569,TAAR5,NA,NA,NA,NA,NA,NA
ENSG00000146378,TAAR2,NA,NA,NA,NA,NA,NA
ENSG00000146399,TAAR1,NA,NA,NA,NA,NA,NA
ENSG00000146409,SLC18B1,NA,NA,NA,NA,NA,NA
ENSG00000146411,SLC2A12,NA,NA,NA,NA,NA,NA
ENSG00000118514,ALDH8A1,NA,NA,NA,NA,NA,NA
ENSG00000135541,AHI1,NA,NA,NA,NA,NA,NA
ENSG00000171408,PDE7B,2237,Q9NP56,BRL 50481,Enzymes,Phosphodiesterases,Inhibitor
ENSG00000197442,MAP3K5,4825,Q99683,TC ASK 10,Enzymes,ASK1,Inhibitor
ENSG00000197442,MAP3K5,5641,Q99683,MSC 2032964A,Enzymes,ASK1,Inhibitor
ENSG00000177468,OLIG3,NA,NA,NA,NA,NA,NA
ENSG00000135577,NMBR,NA,NA,NA,NA,NA,NA
ENSG00000203733,GJE1,NA,NA,NA,NA,NA,NA
ENSG00000112414,ADGRG6,NA,NA,NA,NA,NA,NA
ENSG00000152818,UTRN,NA,NA,NA,NA,NA,NA
ENSG00000146414,SHPRH,NA,NA,NA,NA,NA,NA
ENSG00000152822,GRM1,1027,Q13255,PHCCC,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000152822,GRM1,1028,Q13255,CPCCOEt,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000152822,GRM1,2333,Q13255,JNJ 16259685,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000152822,GRM1,4134,Q13255,NPS 2390,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Antagonist
ENSG00000152822,GRM1,4346,Q13255,Ro 67-7476,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000152822,GRM1,6859,Q13255,FITM,7-TM Receptors,Glutamate (Metabotropic) Group I Receptors,Modulator
ENSG00000118508,RAB32,NA,NA,NA,NA,NA,NA
ENSG00000091831,ESR1,0999,P03372,Tamoxifen citrate,Nuclear Receptors,Estrogen and Related Receptors,Modulator
ENSG00000091831,ESR1,1047,P03372,"ICI 182,780",Nuclear Receptors,Estrogen and Related Receptors,Antagonist
ENSG00000091831,ESR1,1426,P03372,PPT,Nuclear Receptors,Estrogen and Related Receptors,Agonist
ENSG00000091831,ESR1,1991,P03372,MPP dihydrochloride,Nuclear Receptors,Estrogen and Related Receptors,Antagonist
ENSG00000091831,ESR1,2183,P03372,ZK 164015,Nuclear Receptors,Estrogen and Related Receptors,Antagonist
ENSG00000091831,ESR1,2280,P03372,Raloxifene hydrochloride,Nuclear Receptors,Estrogen and Related Receptors,Modulator
ENSG00000091831,ESR1,5263,P03372,Bazedoxifene acetate,Nuclear Receptors,Estrogen and Related Receptors,Modulator
ENSG00000091831,ESR1,6116,P03372,BHPI,7-TM Receptors,Estrogen (GPER) Receptors,Antagonist
ENSG00000091831,ESR1,6342,P03372,Tamoxifen,Nuclear Receptors,Estrogen and Related Receptors,Modulator
ENSG00000131018,SYNE1,NA,NA,NA,NA,NA,NA
ENSG00000091844,RGS17,NA,NA,NA,NA,NA,NA
ENSG00000112038,OPRM1,2481,P35372,JTC 801,7-TM Receptors,NOP Receptors,Antagonist
ENSG00000074771,NOX3,3545,Q9HBY0,Histamine dihydrochloride,7-TM Receptors,Histamine H1 Receptors,Agonist
ENSG00000074771,NOX3,4663,Q9HBY0,Apocynin,Enzymes,"NADPH Oxidase",Inhibitor
ENSG00000074771,NOX3,6654,Q9HBY0,VAS 2870,Enzymes,"NADPH Oxidase",Inhibitor
ENSG00000078269,SYNJ2,NA,NA,NA,NA,NA,NA
ENSG00000120437,ACAT2,NA,NA,NA,NA,NA,NA
ENSG00000130368,MAS1,NA,NA,NA,NA,NA,NA
ENSG00000175003,SLC22A1,NA,NA,NA,NA,NA,NA
ENSG00000112499,SLC22A2,NA,NA,NA,NA,NA,NA
ENSG00000146477,SLC22A3,NA,NA,NA,NA,NA,NA
ENSG00000085511,MAP3K4,NA,NA,NA,NA,NA,NA
ENSG00000112541,PDE10A,NA,NA,NA,NA,NA,NA
ENSG00000071242,RPS6KA2,0741,Q15349,GF 109203X,Enzymes,Protein Kinase C,Inhibitor
ENSG00000071242,RPS6KA2,6754,Q15349,LJI308,Enzymes,RSK,Inhibitor
ENSG00000112486,CCR6,NA,NA,NA,NA,NA,NA
ENSG00000120436,GPR31,NA,NA,NA,NA,NA,NA
ENSG00000125337,KIF25,NA,NA,NA,NA,NA,NA
ENSG00000285733,AL031315.1,NA,NA,NA,NA,NA,NA
ENSG00000184465,WDR27,NA,NA,NA,NA,NA,NA
ENSG00000130024,PHF10,NA,NA,NA,NA,NA,NA
ENSG00000105963,ADAP1,NA,NA,NA,NA,NA,NA
ENSG00000073067,CYP2W1,NA,NA,NA,NA,NA,NA
ENSG00000106268,NUDT1,6025,P36639,(S)-Crizotinib,Enzymes,MutT homolog-1 (MTH1),Inhibitor
ENSG00000146555,SDK1,NA,NA,NA,NA,NA,NA
ENSG00000136297,MMD2,NA,NA,NA,NA,NA,NA
ENSG00000075624,ACTB,4434,P60709,Wiskostatin,Cell biology,Actin,Inhibitor
ENSG00000086232,EIF2AK1,NA,NA,NA,NA,NA,NA
ENSG00000106346,USP42,NA,NA,NA,NA,NA,NA
ENSG00000008256,CYTH3,NA,NA,NA,NA,NA,NA
ENSG00000136238,RAC1,2161,P63000,NSC 23766,Enzymes,Rho,Inhibitor
ENSG00000136238,RAC1,3872,P63000,EHT 1864,Enzymes,Rho,Inhibitor
ENSG00000136238,RAC1,6248,P63000,EHop 016,Enzymes,Rho,Inhibitor
ENSG00000136238,RAC1,6701,P63000,1A-116,Enzymes,Rho,Inhibitor
ENSG00000106443,PHF14,NA,NA,NA,NA,NA,NA
ENSG00000122644,ARL4A,NA,NA,NA,NA,NA,NA
ENSG00000006468,ETV1,NA,NA,NA,NA,NA,NA
ENSG00000136267,DGKB,NA,NA,NA,NA,NA,NA
ENSG00000106546,AHR,1803,P35869,ITE,Nuclear Receptors,Aryl Hydrocarbon Receptors,Agonist
ENSG00000283321,AC019117.3,NA,NA,NA,NA,NA,NA
ENSG00000048052,HDAC9,2815,Q9UKV0,"Valproic acid, sodium salt",Enzymes,Non-selective HDACs,Inhibitor
ENSG00000048052,HDAC9,4652,Q9UKV0,SAHA,Enzymes,Non-selective HDACs,Inhibitor
ENSG00000105855,ITGB8,NA,NA,NA,NA,NA,NA
ENSG00000004846,ABCB5,NA,NA,NA,NA,NA,NA
ENSG00000136237,RAPGEF5,NA,NA,NA,NA,NA,NA
ENSG00000122550,KLHL7,NA,NA,NA,NA,NA,NA
ENSG00000050344,NFE2L3,NA,NA,NA,NA,NA,NA
ENSG00000106100,NOD1,4354,Q9Y239,ML 130,Cell biology,NF-kB/IkB,Inhibitor
ENSG00000106113,CRHR2,NA,NA,NA,NA,NA,NA
ENSG00000250424,AC004691.2,NA,NA,NA,NA,NA,NA
ENSG00000240583,AQP1,NA,NA,NA,NA,NA,NA
ENSG00000106128,GHRHR,NA,NA,NA,NA,NA,NA
ENSG00000078549,ADCYAP1R1,6657,P41586,PA 8,7-TM Receptors,PACAP Receptors,Antagonist
ENSG00000164600,NEUROD6,NA,NA,NA,NA,NA,NA
ENSG00000154678,PDE1C,NA,NA,NA,NA,NA,NA
ENSG00000170852,KBTBD2,NA,NA,NA,NA,NA,NA
ENSG00000106483,SFRP4,NA,NA,NA,NA,NA,NA
ENSG00000006451,RALA,NA,NA,NA,NA,NA,NA
ENSG00000065883,CDK13,NA,NA,NA,NA,NA,NA
ENSG00000122641,INHBA,NA,NA,NA,NA,NA,NA
ENSG00000106571,GLI3,3191,P10071,GANT 61,Cell biology,Hedgehog Signaling,Inhibitor
ENSG00000002746,HECW1,NA,NA,NA,NA,NA,NA
ENSG00000106633,GCK,5133,P35557,GKA 50,Enzymes,Hexokinases,Activator
ENSG00000058404,CAMK2B,3063,Q13554,1-Naphthyl PP1,Enzymes,Src Kinases,Inhibitor
ENSG00000105968,H2AZ2,NA,NA,NA,NA,NA,NA
ENSG00000164742,ADCY1,1099,Q08828,Forskolin,Enzymes,Adenylyl Cyclase,Activator
ENSG00000158683,PKD1L1,NA,NA,NA,NA,NA,NA
ENSG00000179869,ABCA13,NA,NA,NA,NA,NA,NA
ENSG00000146648,EGFR,1110,P00533,Genistein,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000146648,EGFR,2416,P00533,BIBX 1382 dihydrochloride,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000146648,EGFR,2615,P00533,PD 158780,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000146648,EGFR,3000,P00533,Iressa,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000146648,EGFR,3352,P00533,JNJ 28871063 hydrochloride,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000146648,EGFR,6231,P00533,Dacomitinib,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000146648,EGFR,6349,P00533,Pelitinib,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000146648,EGFR,6812,P00533,Afatinib dimaleate,Enzyme-Linked Receptors,EGFR,Inhibitor
ENSG00000164776,PHKG1,NA,NA,NA,NA,NA,NA
ENSG00000183166,CALN1,NA,NA,NA,NA,NA,NA
ENSG00000188763,FZD9,NA,NA,NA,NA,NA,NA
ENSG00000009954,BAZ1B,NA,NA,NA,NA,NA,NA
ENSG00000106638,TBL2,NA,NA,NA,NA,NA,NA
ENSG00000106077,ABHD11,NA,NA,NA,NA,NA,NA
ENSG00000106683,LIMK1,4745,P53667,LIMKi 3,Enzymes,LIMK,Inhibitor
ENSG00000106683,LIMK1,5626,P53667,SR 7826,Enzymes,LIMK,Inhibitor
ENSG00000106683,LIMK1,6273,P53667,CRT 0105950,Enzymes,LIMK,Inhibitor
ENSG00000106683,LIMK1,6899,P53667,TH 257,Enzymes,LIMK,Inhibitor
ENSG00000006606,CCL26,NA,NA,NA,NA,NA,NA
ENSG00000106178,CCL24,NA,NA,NA,NA,NA,NA
ENSG00000127948,POR,NA,NA,NA,NA,NA,NA
ENSG00000146701,MDH2,NA,NA,NA,NA,NA,NA
ENSG00000146700,SSC4D,NA,NA,NA,NA,NA,NA
ENSG00000198822,GRM3,4982,Q14832,ML 337,7-TM Receptors,Glutamate (Metabotropic) Group II Receptors,Modulator
ENSG00000005469,CROT,NA,NA,NA,NA,NA,NA
ENSG00000005471,ABCB4,NA,NA,NA,NA,NA,NA
ENSG00000085563,ABCB1,5456,P08183,Zosuquidar trihydrochloride,Transporters,Multidrug Transporters,Inhibitor
ENSG00000085563,ABCB1,5757,P08183,Tariquidar dihydrochloride,Transporters,Multidrug Transporters,Inhibitor
ENSG00000008277,ADAM22,NA,NA,NA,NA,NA,NA
ENSG00000058091,CDK14,7158,O94921,FMF-04-159-2,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000157240,FZD1,NA,NA,NA,NA,NA,NA
ENSG00000127980,PEX1,NA,NA,NA,NA,NA,NA
ENSG00000105810,CDK6,1530,Q00534,Lovastatin,Enzymes,HMG-CoA Reductase,Inhibitor
ENSG00000105810,CDK6,1965,Q00534,Simvastatin,Enzymes,HMG-CoA Reductase,Inhibitor
ENSG00000004948,CALCR,2550,P30988,SUN-B 8155,7-TM Receptors,Calcitonin and Related Receptors,Agonist
ENSG00000004799,PDK4,NA,NA,NA,NA,NA,NA
ENSG00000164715,LMTK2,NA,NA,NA,NA,NA,NA
ENSG00000180535,BHLHA15,NA,NA,NA,NA,NA,NA
ENSG00000196367,TRRAP,NA,NA,NA,NA,NA,NA
ENSG00000198742,SMURF1,NA,NA,NA,NA,NA,NA
ENSG00000176402,GJC3,NA,NA,NA,NA,NA,NA
ENSG00000106351,AGFG2,NA,NA,NA,NA,NA,NA
ENSG00000106333,PCOLCE,NA,NA,NA,NA,NA,NA
ENSG00000077080,ACTL6B,NA,NA,NA,NA,NA,NA
ENSG00000196411,EPHB4,3063,P54760,1-Naphthyl PP1,Enzymes,Src Kinases,Inhibitor
ENSG00000087085,ACHE,4440,P22303,Rivastigmine tartrate,Enzymes,Cholinesterases,Inhibitor
ENSG00000106366,SERPINE1,5565,P05121,Tiplaxtinin,Enzymes,Plasminogen Activator Inhibitor 1,Inhibitor
ENSG00000106366,SERPINE1,5769,P05121,TM 5275 sodium salt,Enzymes,Plasminogen Activator Inhibitor 1,Inhibitor
ENSG00000106366,SERPINE1,6194,P05121,TM 5441,Enzymes,Plasminogen Activator Inhibitor 1,Inhibitor
ENSG00000106384,MOGAT3,NA,NA,NA,NA,NA,NA
ENSG00000160991,ORAI2,3939,Q96SN7,YM 58483,Ion Channels,Other Calcium Channels,Inhibitor
ENSG00000128606,LRRC17,NA,NA,NA,NA,NA,NA
ENSG00000135250,SRPK2,NA,NA,NA,NA,NA,NA
ENSG00000105835,"NAMPT",4076,P43490,P7C3,Enzymes,"NAMPT",Activator
ENSG00000105835,"NAMPT",6753,P43490,CHS 828,Enzymes,"NAMPT",Inhibitor
ENSG00000105851,PIK3CG,1130,P48736,LY 294002 hydrochloride,Enzymes,PI 3-Kinase,Inhibitor
ENSG00000172209,GPR22,NA,NA,NA,NA,NA,NA
ENSG00000091129,NRCAM,NA,NA,NA,NA,NA,NA
ENSG00000164604,GPR85,NA,NA,NA,NA,NA,NA
ENSG00000105976,MET,3037,P08581,SU 5416,Enzyme-Linked Receptors,VEGFR,Inhibitor
ENSG00000105976,MET,3768,P08581,Sunitinib malate,Enzyme-Linked Receptors,VEGFR,Inhibitor
ENSG00000105976,MET,5356,P08581,SGX 523,Enzyme-Linked Receptors,MET Receptors,Inhibitor
ENSG00000001626,CFTR,NA,NA,NA,NA,NA,NA
ENSG00000184408,KCND2,NA,NA,NA,NA,NA,NA
ENSG00000081800,SLC13A1,NA,NA,NA,NA,NA,NA
ENSG00000106299,WASL,NA,NA,NA,NA,NA,NA
ENSG00000170775,GPR37,NA,NA,NA,NA,NA,NA
ENSG00000179603,GRM8,6893,O00222,VU 6005649,7-TM Receptors,Glutamate (Metabotropic) Group III Receptors,Modulator
ENSG00000004059,ARF5,NA,NA,NA,NA,NA,NA
ENSG00000128594,LRRC4,NA,NA,NA,NA,NA,NA
ENSG00000106348,IMPDH1,4102,P20839,Mycophenolate mofetil,Enzymes,Other Dehydrogenases,Inhibitor
ENSG00000128591,FLNC,NA,NA,NA,NA,NA,NA
ENSG00000230626,AC011005.1,NA,NA,NA,NA,NA,NA
ENSG00000128602,SMO,5262,Q99835,PF 5274857 hydrochloride,7-TM Receptors,Smoothened Receptors,Antagonist
ENSG00000128602,SMO,6538,Q99835,PF 04449913 maleate,7-TM Receptors,Smoothened Receptors,Antagonist
ENSG00000106484,MEST,NA,NA,NA,NA,NA,NA
ENSG00000164707,SLC13A4,NA,NA,NA,NA,NA,NA
ENSG00000181072,CHRM2,2292,P08172,AQ-RA 741,7-TM Receptors,M2 Receptors,Antagonist
ENSG00000157680,DGKI,NA,NA,NA,NA,NA,NA
ENSG00000182158,CREB3L2,NA,NA,NA,NA,NA,NA
ENSG00000157703,SVOPL,NA,NA,NA,NA,NA,NA
ENSG00000146858,ZC3HAV1L,NA,NA,NA,NA,NA,NA
ENSG00000105939,ZC3HAV1,NA,NA,NA,NA,NA,NA
ENSG00000064393,HIPK2,NA,NA,NA,NA,NA,NA
ENSG00000059378,PARP12,NA,NA,NA,NA,NA,NA
ENSG00000006459,KDM7A,5089,Q6ZMT4,TC-E 5002,Enzymes,Histone Demethylases,Inhibitor
ENSG00000146955,RAB19,NA,NA,NA,NA,NA,NA
ENSG00000157764,BRAF,4453,P15056,GDC 0879,Enzymes,Raf Kinase,Inhibitor
ENSG00000157764,BRAF,4836,P15056,AZ 628,Enzymes,Raf Kinase,Inhibitor
ENSG00000006530,AGK,NA,NA,NA,NA,NA,NA
ENSG00000214102,WEE2,NA,NA,NA,NA,NA,NA
ENSG00000237621,OR9A1P,NA,NA,NA,NA,NA,NA
ENSG00000258083,OR9A4,NA,NA,NA,NA,NA,NA
ENSG00000106123,EPHB6,NA,NA,NA,NA,NA,NA
ENSG00000165125,TRPV6,NA,NA,NA,NA,NA,NA
ENSG00000127412,TRPV5,NA,NA,NA,NA,NA,NA
ENSG00000197993,KEL,NA,NA,NA,NA,NA,NA
ENSG00000179468,OR9A2,NA,NA,NA,NA,NA,NA
ENSG00000146904,EPHA1,NA,NA,NA,NA,NA,NA
ENSG00000174469,CNTNAP2,NA,NA,NA,NA,NA,NA
ENSG00000106462,EZH2,4904,Q15910,UNC 1999,Enzymes,EZH2,Inhibitor
ENSG00000155660,PDIA4,NA,NA,NA,NA,NA,NA
ENSG00000106526,ACTR3C,NA,NA,NA,NA,NA,NA
ENSG00000106565,TMEM176B,1545,Q3YBM2,(R)-(+)-Bay K 8644,Ion Channels,Cav1.x Channels,Blocker
ENSG00000002933,TMEM176A,NA,NA,NA,NA,NA,NA
ENSG00000055118,KCNH2,0369,Q12809,W-7 hydrochloride,Cell biology,Calcium Binding Protein,Antagonist
ENSG00000055118,KCNH2,1808,Q12809,E-4031 dihydrochloride,Ion Channels,Voltage-Gated Potassium Channels,Blocker
ENSG00000055118,KCNH2,2830,Q12809,PD 118057,Ion Channels,Voltage-Gated Potassium Channels,Activator
ENSG00000055118,KCNH2,3062,Q12809,NS 1643,Ion Channels,Voltage-Gated Potassium Channels,Activator
ENSG00000055118,KCNH2,3757,Q12809,Dofetilide,Ion Channels,Voltage-Gated Potassium Channels,Blocker
ENSG00000164867,NOS3,NA,NA,NA,NA,NA,NA
ENSG00000197150,ABCB8,NA,NA,NA,NA,NA,NA
ENSG00000213199,ASIC3,NA,NA,NA,NA,NA,NA
ENSG00000164885,CDK5,1580,Q00535,Purvalanol A,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000164885,CDK5,1581,Q00535,Purvalanol B,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000164885,CDK5,2072,Q00535,Aminopurvalanol A,Enzymes,Cyclin-dependent Kinase,Inhibitor
ENSG00000133612,AGAP3,NA,NA,NA,NA,NA,NA
ENSG00000106615,RHEB,NA,NA,NA,NA,NA,NA
ENSG00000106617,PRKAG2,2840,Q9UGJ0,AICAR,Enzymes,AMPK,Activator
ENSG00000055609,KMT2C,NA,NA,NA,NA,NA,NA
ENSG00000133627,ACTR3B,NA,NA,NA,NA,NA,NA
ENSG00000130226,DPP6,NA,NA,NA,NA,NA,NA
ENSG00000157219,HTR5A,1612,P47898,SB 269970 hydrochloride,7-TM Receptors,5-HT7 Receptors,Antagonist
ENSG00000157219,HTR5A,3188,P47898,SB 699551,7-TM Receptors,5-HT5 Receptors,Antagonist
ENSG00000164690,SHH,1974,Q15465,SANT-1,Cell biology,Hedgehog Signaling,Inhibitor
ENSG00000009335,UBE3C,NA,NA,NA,NA,NA,NA
ENSG00000106018,VIPR2,NA,NA,NA,NA,NA,NA
ENSG00000176595,KBTBD11,NA,NA,NA,NA,NA,NA
ENSG00000183117,CSMD1,NA,NA,NA,NA,NA,NA
ENSG00000230549,USP17L1,NA,NA,NA,NA,NA,NA
ENSG00000236125,USP17L4,NA,NA,NA,NA,NA,NA
ENSG00000237038,USP17L8,NA,NA,NA,NA,NA,NA
ENSG00000225327,USP17L3,NA,NA,NA,NA,NA,NA
ENSG00000173273,TNKS,3748,O95271,XAV 939,Enzymes,Tankyrase,Inhibitor
ENSG00000173273,TNKS,4514,O95271,JW 55,Enzymes,Tankyrase,Inhibitor
ENSG00000173273,TNKS,5775,O95271,AZ 6102,Enzymes,Tankyrase,Inhibitor
ENSG00000136573,BLK,NA,NA,NA,NA,NA,NA
ENSG00000164733,CTSB,NA,NA,NA,NA,NA,NA
ENSG00000226430,USP17L7,NA,NA,NA,NA,NA,NA
ENSG00000223443,USP17L2,NA,NA,NA,NA,NA,NA
ENSG00000078579,FGF20,NA,NA,NA,NA,NA,NA
ENSG00000156011,PSD3,NA,NA,NA,NA,NA,NA
ENSG00000036565,SLC18A1,2175,P54219,Tetrabenazine,Transporters,Vesicular Monoamine Transporters,Inhibitor
ENSG00000158815,FGF17,NA,NA,NA,NA,NA,NA
ENSG00000275074,NUDT18,NA,NA,NA,NA,NA,NA
ENSG00000168487,BMP1,4188,P13497,UK 383367,Enzymes,Matrix Metalloprotease,Inhibitor
ENSG00000120910,PPP3CC,NA,NA,NA,NA,NA,NA
ENSG00000008853,RHOBTB2,NA,NA,NA,NA,NA,NA
ENSG00000134013,LOXL2,NA,NA,NA,NA,NA,NA
ENSG00000042980,ADAM28,NA,NA,NA,NA,NA,NA
ENSG00000134028,ADAMDEC1,NA,NA,NA,NA,NA,NA
ENSG00000069206,ADAM7,NA,NA,NA,NA,NA,NA
ENSG00000120907,ADRA1A,2089,P35348,RS 102895 hydrochloride,7-TM Receptors,Chemokine CC Receptors,Antagonist
ENSG00000120907,ADRA1A,2838,P35348,(R)-(-)-Phenylephrine hydrochloride,7-TM Receptors,Adrenergic Alpha-1 Receptors,Agonist
ENSG00000120907,ADRA1A,2964,P35348,Doxazosin mesylate,7-TM Receptors,Adrenergic Alpha-1 Receptors,Antagonist
ENSG00000120907,ADRA1A,3050,P35348,Tamsulosin hydrochloride,7-TM Receptors,Adrenergic Alpha-1 Receptors,Antagonist
ENSG00000120907,ADRA1A,6336,P35348,Trazodone hydrochloride,7-TM Receptors,5-HT2A Receptors,Antagonist
ENSG00000120907,ADRA1A,6663,P35348,Silodosin,7-TM Receptors,Adrenergic Alpha-1 Receptors,Antagonist
ENSG00000120899,PTK2B,3768,Q14289,Sunitinib malate,Enzyme-Linked Receptors,VEGFR,Inhibitor
ENSG00000120903,CHRNA2,NA,NA,NA,NA,NA,NA
ENSG00000120915,EPHX2,NA,NA,NA,NA,NA,NA
ENSG00000104290,FZD3,NA,NA,NA,NA,NA,NA
ENSG00000104299,INTS9,NA,NA,NA,NA,NA,NA
ENSG00000197892,KIF13B,NA,NA,NA,NA,NA,NA
ENSG00000177669,MBOAT4,NA,NA,NA,NA,NA,NA
ENSG00000104695,PPP2CB,NA,NA,NA,NA,NA,NA
ENSG00000215262,KCNU1,NA,NA,NA,NA,NA,NA
ENSG00000020181,ADGRA2,NA,NA,NA,NA,NA,NA
ENSG00000285880,AC144573.1,NA,NA,NA,NA,NA,NA
ENSG00000188778,ADRB3,0993,P13945,Cyanopindolol hemifumarate,7-TM Receptors,5-HT1A Receptors,Antagonist
ENSG00000188778,ADRB3,1051,P13945,Zinterol hydrochloride,7-TM Receptors,Adrenergic Beta-2 Receptors,Agonist
ENSG00000188778,ADRB3,1511,P13945,SR 59230A hydrochloride,7-TM Receptors,Adrenergic Beta-3 Receptors,Antagonist
ENSG00000188778,ADRB3,2197,P13945,"L-755,507",7-TM Receptors,Adrenergic Beta-3 Receptors,Agonist
